servername,region,rebalanced,killstat_version,match_id,game_mode,map,unix_time,game_time,player_count,attacker_name,attacker_id,attacker_current_weapon,attacker_current_weapon_mods,attacker_weapon_1,attacker_weapon_1_mods,attacker_weapon_2,attacker_weapon_2_mods,attacker_weapon_3,attacker_weapon_3_mods,attacker_offhand_weapon_1,attacker_offhand_weapon_2,victim_name,victim_id,victim_current_weapon,victim_current_weapon_mods,victim_weapon_1,victim_weapon_1_mods,victim_weapon_2,victim_weapon_2_mods,victim_weapon_3,victim_weapon_3_mods,victim_offhand_weapon_1,victim_offhand_weapon_2,cause_of_death,distance
rebalanced_ctf,eu,1.5.10,ks_2.0.0,1e384c56,ctf,lf_stacks,1659805881,314.817,5,NecoArcEnjoyer,52808b4c,mastiff,1344,mastiff,1344,wingman,644,defender,134,thermite_grenade,shifter,Khalmee,eb332005,mastiff,1108,mastiff,1108,wingman,644,defender,134,frag_grenade,heal,mastiff,1035.392
rebalanced_ctf,eu,1.5.10,ks_2.0.0,1e384c56,ctf,lf_stacks,1659805886,320.160,5,spetterpoepman,bd220d82,car,1156,car,1156,autopistol,6,defender,132,thermite_grenade,heal,NecoArcEnjoyer,52808b4c,mastiff,1344,mastiff,1344,wingman,644,defender,134,thermite_grenade,shifter,car,510.415
rebalanced_ctf,eu,1.5.10,ks_2.0.0,1e384c56,ctf,lf_stacks,1659805890,323.700,5,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,frag_grenade,111.367
rebalanced_ctf,eu,1.5.10,ks_2.0.0,1e384c56,ctf,lf_stacks,1659805890,323.700,5,spetterpoepman,bd220d82,car,1156,car,1156,autopistol,6,defender,132,thermite_grenade,heal,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,frag_grenade,320.283
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659805921,355.167,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,mastiff,505.897
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659805925,358.667,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,NecoArcEnjoyer,52808b4c,rspn101,784,rspn101,784,wingman,644,defender,134,thermite_grenade,shifter,mastiff,285.896
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659805940,373.567,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,NecoArcEnjoyer,52808b4c,mastiff,1344,mastiff,1344,wingman,644,defender,134,thermite_grenade,shifter,mastiff,398.269
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659805950,384.300,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,mastiff,164.417
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659805962,396.091,5,Khalmee,eb332005,mastiff,1042,mastiff,1042,semipistol,5,mgl,65,satchel,grenade_sonar,NecoArcEnjoyer,52808b4c,mastiff,1344,mastiff,1344,wingman,644,defender,134,thermite_grenade,shifter,human_execution,38.118
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659805967,400.375,5,spetterpoepman,bd220d82,car,1156,car,1156,autopistol,6,defender,132,thermite_grenade,heal,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,car,1219.263
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659805982,416.267,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,invalid,0.000
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659805994,427.961,5,spetterpoepman,bd220d82,car,1156,car,1156,autopistol,6,defender,132,thermite_grenade,heal,NecoArcEnjoyer,52808b4c,mastiff,1344,mastiff,1344,wingman,644,defender,134,thermite_grenade,shifter,car,137.457
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806000,434.267,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,spetterpoepman,bd220d82,car,1156,car,1156,autopistol,6,defender,132,thermite_grenade,heal,satchel,825.792
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806015,448.425,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,car,216.614
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806020,453.400,5,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,Khalmee,eb332005,mastiff,1042,mastiff,1042,semipistol,5,mgl,65,satchel,grenade_sonar,frag_grenade,312.620
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806025,458.407,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,car,432.428
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806025,458.733,5,NecoArcEnjoyer,52808b4c,mastiff,1344,mastiff,1344,wingman,644,defender,134,thermite_grenade,shifter,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,mastiff,227.963
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806036,470.133,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Khalmee,eb332005,pulse_lmg,264,pulse_lmg,264,semipistol,20,mgl,5,frag_grenade,shifter,mastiff,217.069
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806041,474.366,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,car,568.034
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806049,482.667,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,NecoArcEnjoyer,52808b4c,defender,134,mastiff,1344,wingman,644,defender,134,thermite_grenade,shifter,thermite_grenade,462.094
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806052,485.450,5,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,mastiff,517.373
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806056,490.267,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Khalmee,eb332005,softball,2304,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,mastiff,569.605
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806064,497.496,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,NecoArcEnjoyer,52808b4c,dmr,56,dmr,56,wingman,644,rocket_launcher,67,thermite_grenade,shifter,car,589.971
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806069,502.867,4,Khalmee,eb332005,softball,2304,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,softball,185.014
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806085,518.460,4,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,car,313.505
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806086,520.350,4,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,mastiff,458.640
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806089,522.750,4,Khalmee,eb332005,softball,2304,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,softball,197.814
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806102,535.500,4,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,Khalmee,eb332005,softball,2304,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,frag_grenade,1939.468
rebalanced_ctf,eu,1.5.10,ks_2.0.0,5824a424,ctf,lf_stacks,1659806107,541.153,4,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,HenSwoloOfficial,6829f185,autopistol,22,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,car,376.618
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806153,22.217,4,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,Khalmee,eb332005,softball,2304,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,frag_grenade,326.756
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806153,22.217,4,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,frag_grenade,499.915
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806165,34.717,4,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,mastiff,358.168
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806167,36.867,4,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,Khalmee,eb332005,sniper,1040,sniper,1040,autopistol,34,defender,20,satchel,heal,frag_grenade,529.491
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806185,54.367,4,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,HenSwoloOfficial,6829f185,autopistol,22,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,mastiff,371.049
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806194,63.929,4,Khalmee,eb332005,r97,770,r97,770,semipistol,260,arc_launcher,136,frag_grenade,cloak,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,r97,176.077
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806197,66.534,4,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,mastiff,36.644
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806215,84.352,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,Khalmee,eb332005,r97,770,r97,770,semipistol,260,arc_launcher,136,frag_grenade,cloak,car,1169.834
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806217,86.733,5,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,frag_grenade,cloak,frag_grenade,0.000
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806222,91.782,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,car,672.553
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806238,107.500,5,Khalmee,eb332005,r97,770,r97,770,semipistol,260,arc_launcher,136,frag_grenade,cloak,Khalmee,eb332005,r97,770,r97,770,semipistol,260,arc_launcher,136,frag_grenade,cloak,frag_grenade,0.000
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806244,113.800,5,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,grenade_gravity,cloak,joeblaster101,048993f5,rspn101,306,rspn101,306,autopistol,52,defender,64,thermite_grenade,grapple,mastiff,306.778
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806251,120.704,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,car,414.798
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806260,129.483,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,Khalmee,eb332005,epg,516,epg,516,semipistol,6,arc_launcher,136,grenade_gravity,grapple,car,406.615
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806265,134.850,5,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,grenade_gravity,cloak,joeblaster101,048993f5,rspn101,306,rspn101,306,autopistol,52,defender,64,thermite_grenade,grapple,mastiff,709.404
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806267,136.317,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,mastiff,529.275
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806269,138.767,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,grenade_gravity,cloak,mastiff,308.615
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806279,148.530,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,car,627.203
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806285,154.783,5,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,grenade_gravity,cloak,Khalmee,eb332005,wingman_n,18432,wingman_n,18432,semipistol,20,arc_launcher,136,thermite_grenade,grenade_sonar,mastiff,251.092
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806296,165.500,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,grenade_gravity,cloak,mastiff,326.643
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806312,181.967,5,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,grenade_gravity,cloak,Khalmee,eb332005,semipistol,20,wingman_n,18432,semipistol,20,arc_launcher,136,grenade_gravity,grenade_sonar,mastiff,709.903
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806325,194.178,5,joeblaster101,048993f5,rspn101,306,rspn101,306,autopistol,52,defender,64,thermite_grenade,grapple,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,grenade_gravity,cloak,rspn101,436.105
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806325,194.581,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,joeblaster101,048993f5,rspn101,306,rspn101,306,autopistol,52,defender,64,thermite_grenade,grapple,car,1042.290
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806336,206.050,5,Khalmee,eb332005,softball,2304,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,softball,198.246
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806337,207.017,5,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,grenade_gravity,cloak,Khalmee,eb332005,softball,2304,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,mastiff,580.565
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806359,228.617,6,Khalmee,eb332005,softball,2304,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,softball,434.004
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806368,238.072,6,mouseinabottl,1e913f92,car,224,car,224,autopistol,22,mgl,7,frag_grenade,shifter,Khalmee,eb332005,semipistol,5,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,car,192.815
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806371,240.600,6,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,grenade_gravity,cloak,joeblaster101,048993f5,rspn101,306,rspn101,306,autopistol,52,defender,64,thermite_grenade,heal,mastiff,303.412
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806388,257.297,5,spetterpoepman,bd220d82,autopistol,6,car,196,autopistol,6,defender,132,thermite_grenade,heal,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,autopistol,777.978
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806393,262.517,5,Khalmee,eb332005,softball,2304,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,HenSwoloOfficial,6829f185,mastiff,1104,mastiff,1104,autopistol,22,defender,70,grenade_gravity,cloak,softball,419.941
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806405,275.147,5,spetterpoepman,bd220d82,car,196,car,196,autopistol,6,defender,132,thermite_grenade,heal,Khalmee,eb332005,softball,2304,softball,2304,semipistol,5,arc_launcher,136,thermite_grenade,holopilot,car,259.694
rebalanced_ctf,eu,1.5.10,ks_2.0.0,2eb2c38f,ctf,lf_deck,1659806406,275.700,5,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,mouseinabottl,1e913f92,car,224,car,224,autopistol,22,mgl,7,frag_grenade,shifter,mastiff,44.877
